date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:53:48	138136/138136	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Dec%202016%2014:27:03%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello.eot	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello.eot	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:53:52	224419/224419	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2009%20Dec%202016%2014:27:08%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello.svg	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello.svg	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:53:55	17910/17910	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Dec%202016%2014:27:56%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello-social.eot	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello-social.eot	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:53:55	80832/80832	---M--	200	added ('OK')	application/font-woff	date:Fri,%2009%20Dec%202016%2014:27:21%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello.woff	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello.woff	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:53:55	138136/138136	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Dec%202016%2014:27:03%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello.eot?	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontellod41d.eot	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:53:56	137844/137844	---MCZ	200	added ('OK')	application/x-font-ttf	date:Fri,%2009%20Dec%202016%2014:27:15%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello.ttf	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello.ttf	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:53:57	20398/20398	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2009%20Dec%202016%2014:28:00%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello-social.svg	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello-social.svg	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:53:57	11252/11252	---M--	200	added ('OK')	application/font-woff	date:Fri,%2009%20Dec%202016%2014:28:10%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello-social.woff	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello-social.woff	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:53:57	17910/17910	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Dec%202016%2014:27:56%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello-social.eot?	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello-sociald41d.eot	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:53:57	17656/17656	---MCZ	200	added ('OK')	application/x-font-ttf	date:Fri,%2009%20Dec%202016%2014:28:05%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello-social.ttf	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello-social.ttf	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:53:57	4448/4448	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Dec%202016%2014:27:33%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello-circle.eot?49961091	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello-circlee8cb.eot	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:53:58	2520/2520	---M--	200	added ('OK')	application/font-woff	date:Fri,%2009%20Dec%202016%2014:27:42%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello-circle.woff?49961091	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello-circlee8cb.woff	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:53:59	4280/4280	---M--	200	added ('OK')	application/x-font-truetype	date:Fri,%2009%20Dec%202016%2014:27:50%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello-circle.ttf?49961091	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello-circlee8cb.ttf	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:53:59	782/782	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2009%20Dec%202016%2014:27:37%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello-circle.svg?49961091	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/fontello-circlee8cb.svg	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:54:00	52888/52888	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Dec%202016%2014:26:14%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/budicon.eot	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/budicon.eot	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:54:03	125818/125818	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2009%20Dec%202016%2014:26:19%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/budicon.svg	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/budicon.svg	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:54:04	1368/1368	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Dec%202016%2014:26:41%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/elemis.eot?-yfjv6u	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/elemis60d8.eot	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:54:04	31036/31036	---M--	200	added ('OK')	application/font-woff	date:Fri,%2009%20Dec%202016%2014:26:30%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/budicon.woff	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/budicon.woff	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:54:05	1368/1368	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Dec%202016%2014:26:41%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/elemis.eot?	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/elemisd41d.eot	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:54:05	1284/1284	---M--	200	added ('OK')	application/font-woff	date:Fri,%2009%20Dec%202016%2014:26:53%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/elemis.woff?-yfjv6u	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/elemis60d8.woff	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:54:05	52888/52888	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2009%20Dec%202016%2014:26:14%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/budicon.eot?	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/budicond41d.eot	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:54:05	1208/1208	---MCZ	200	added ('OK')	application/x-font-ttf	date:Fri,%2009%20Dec%202016%2014:26:49%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/elemis.ttf?-yfjv6u	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/elemis60d8.ttf	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:54:05	52724/52724	---MCZ	200	added ('OK')	application/x-font-ttf	date:Fri,%2009%20Dec%202016%2014:26:25%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/budicon.ttf	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/budicon.ttf	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:54:06	1445/1445	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2009%20Dec%202016%2014:26:45%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/elemis.svg?-yfjv6u	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/elemis60d8.svg	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:54:06	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Fri,%2007%20Jul%202017%2006:54:07%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/page-title.jpg	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/page-title.jpg	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:54:07	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Fri,%2007%20Jul%202017%2006:54:08%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style/images/art/parallax1.jpg	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/style/images/art/parallax1.jpg	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:54:08	181/181	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2017%20Dec%202016%2008:26:46%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/arrow.svg	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/arrow.svg	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:54:09	48238/48238	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Dec%202016%2014:44:29%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/parallax4.jpg?1489923880786	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/parallax4417b.jpg	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
13:54:09	52/52	---MCZ	200	added ('OK')	text/plain	date:Tue,%2003%20Jan%202017%2008:05:07%20GMT	http://bizweb.dktcdn.net/robots.txt		(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/bootstrap.min.css?1494834680852)
13:54:12	104624/104624	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Dec%202016%2014:44:31%20GMT	http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/parallax5.jpg?1489923880786	C:/Users/Admin/Desktop/HTML/email/bizweb.dktcdn.net/100/161/511/themes/212331/assets/parallax5417b.jpg	(from http://bizweb.dktcdn.net/100/161/511/themes/212331/assets/style.css?1494834680852)
